4KHz X(mg),Y(mg),Z(mg)
-0.62,4.55,-3.36
0.02,-0.96,1.25
-0.78,-2.79,0.64
1.74,-1.37,-2.30
0.39,-1.82,-0.78
-0.94,-2.70,0.16
-2.75,0.90,1.54
-1.76,0.37,3.48
0.70,0.33,7.68
0.06,5.33,3.57
-1.35,1.52,-0.94
0.62,-0.49,-0.86
-1.60,-1.78,3.32
-0.20,-3.54,4.57
1.00,-0.10,3.85
0.45,2.83,1.99
-1.86,-2.62,-1.35
0.72,-2.68,0.23
3.26,-1.50,1.95
2.09,-2.17,1.78
0.90,-0.10,-2.13
-1.00,5.98,-3.32
-0.98,6.37,0.08
-0.55,1.60,0.51
0.33,-1.82,-0.29
-1.04,1.58,-0.33
-1.09,2.25,2.73
-1.02,0.88,3.36
0.20,0.45,2.95
-4.75,-0.33,1.86
-3.28,-3.40,0.41
0.12,0.31,-0.06
-0.33,2.52,0.62
1.21,2.36,-0.04
1.74,-1.78,0.88
-0.29,2.42,-0.43
0.25,2.36,-3.26
2.21,-0.35,-1.74
0.47,-0.49,1.15
-0.23,-0.27,1.78
3.50,1.68,3.09
2.05,1.27,4.41
-0.41,0.35,0.96
-1.54,-1.37,-1.48
-1.56,-3.05,0.35
-2.34,-2.87,-0.18
-3.05,-1.41,-2.05
0.90,-0.70,-1.58
3.38,1.76,-0.04
1.89,2.99,-1.04
2.17,2.30,-0.80
-0.25,1.74,0.04
0.45,-3.24,1.58
1.66,-1.27,3.96
-3.30,3.42,3.54
-4.04,1.15,1.05
-2.40,-1.27,2.09
-1.76,1.70,1.09
-2.62,3.01,-0.47
-1.99,1.11,-2.79
-0.90,3.09,-3.83
-0.70,1.05,-3.83
-1.05,-1.17,-1.62
0.78,-3.89,-2.50
1.56,-0.51,-2.48
0.35,-1.46,-1.68
0.64,-3.36,-1.43
2.68,-1.89,-2.71
2.03,-0.62,-2.46
4.02,-2.13,-1.52
0.39,-1.64,-1.56
0.43,-1.89,0.14
0.53,-1.15,-0.33
-0.49,-3.36,0.55
-3.24,-0.43,-1.23
-1.07,-2.42,1.05
-0.04,-4.98,3.12
-2.64,-2.29,2.07
-1.60,-3.22,3.40
2.64,-2.34,-1.33
4.59,4.36,-0.35
0.72,-1.21,0.51
-2.42,-1.84,0.57
-1.07,-0.94,2.91
-0.08,0.59,5.57
1.05,-0.12,5.00
0.08,-0.08,3.01
0.80,-0.25,-2.32
-0.80,-3.55,-0.53
1.48,-3.46,0.43
-0.02,0.20,-0.64
-1.02,3.05,-0.66
-2.70,1.35,-2.83
-2.05,1.64,-1.58
-2.97,-1.04,0.72
-2.13,0.98,-0.96
0.39,1.97,-2.44
1.80,-1.78,-0.92
1.35,0.64,-0.37
-0.14,1.29,0.98
-2.11,1.41,0.86
-0.31,-1.39,2.81
-0.08,-3.32,2.62
-0.74,-2.99,0.41
0.96,-2.23,0.16
-0.61,1.15,-0.45
0.59,0.25,-0.27
1.89,-0.45,1.35
-0.49,4.77,-0.94
0.39,2.05,-2.48
-0.53,-1.93,-2.85
-1.45,-0.98,-1.19
-1.33,0.51,0.39
-1.09,-4.16,1.50
1.04,-1.09,-0.96
1.50,-0.49,-0.92
-0.08,-0.29,-1.33
-1.54,-0.76,0.37
0.70,-1.13,-0.27
-0.76,-0.04,0.68
-0.70,2.34,1.70
0.78,1.58,1.91
2.56,-2.03,0.04
0.96,-0.78,-1.04
-0.66,-0.35,2.29
0.45,2.66,2.87
0.70,2.15,-0.61
-0.10,-2.34,-0.14
-0.51,-2.42,-0.08
-0.35,-1.95,-0.23
-1.60,-2.11,-1.89
0.68,-1.70,-1.76
-5.12,0.55,-0.25
-6.64,0.61,-4.18
-3.11,2.60,-2.34
-0.18,3.79,-1.19
0.00,-0.64,1.76
2.36,1.27,0.53
4.00,1.78,-2.81
1.33,1.04,0.92
0.82,-3.28,-1.45
0.72,-0.70,-0.12
-1.21,5.64,-5.55
1.25,5.96,-3.05
3.36,0.33,2.11
1.46,-3.50,1.68
0.76,0.53,2.50
-0.12,3.98,2.25
0.96,3.24,0.27
0.23,-1.35,-1.27
0.35,0.43,0.72
-1.60,0.94,0.33
-2.38,4.12,-2.09
-2.19,2.15,-2.91
1.78,1.17,1.17
1.54,-0.21,1.37
-0.21,-0.86,0.53
-1.35,0.18,-1.00
-0.37,2.40,-1.93
0.23,2.11,-3.54
1.25,-0.49,-0.14
2.01,2.42,2.71
3.57,-1.58,1.84
0.80,-2.85,2.09
-1.21,-3.03,2.40
-0.23,0.88,-0.88
-0.55,0.02,-0.90
0.43,-0.18,0.82
1.84,3.12,-1.09
1.35,2.77,-2.05
0.27,1.19,-1.23
0.37,-0.47,2.03
0.10,0.06,-0.12
-0.25,-1.52,1.82
1.87,2.68,1.33
2.07,0.92,2.71
-0.47,4.55,2.46
0.23,1.72,0.72
1.72,0.59,1.52
0.57,-0.02,0.70
0.68,-1.78,0.53
-1.07,1.21,-1.15
2.46,-0.59,-0.41
0.98,-1.19,-0.57
-0.31,0.33,-1.64
0.64,2.97,-1.74
2.46,1.68,-3.18
2.97,2.25,-1.84
-1.64,1.82,0.02
0.59,-0.45,-1.07
0.84,-3.61,-3.12
-0.96,-4.53,0.02
0.49,-0.76,1.62
-0.21,2.83,2.07
0.61,3.71,4.69
-0.08,1.84,2.64
-1.66,1.17,-0.57
-0.51,2.83,-2.38
0.20,1.89,-1.13
1.56,-0.12,1.80
1.50,0.84,2.66
0.74,4.57,-0.74
-0.04,2.23,-2.70
4.10,1.09,1.80
3.71,1.13,1.46
1.54,0.37,-0.59
1.48,1.58,-1.00
2.64,-0.57,2.01
1.80,-5.10,4.08
2.11,-2.83,2.66
-1.76,-2.95,1.00
-1.23,-4.37,0.61
-1.82,-0.31,0.45
1.86,1.66,3.14
1.25,2.52,2.13
0.86,-0.70,1.99
-0.96,-2.42,3.38
-0.78,-0.57,3.65
1.41,0.70,-1.19
3.16,3.28,-3.65
2.01,-3.18,-0.23
-1.76,-6.07,1.93
-0.47,-2.48,2.07
-0.82,1.25,-1.27
-3.67,2.99,-3.07
-2.44,5.04,-1.76
-0.74,-1.04,1.35
1.54,-2.05,-0.53
0.51,4.37,-1.86
3.12,-1.50,-1.95
1.00,-1.00,-4.28
1.64,-1.27,-2.48
2.19,-1.09,-1.39
-0.02,-1.52,-0.64
-0.08,-2.01,1.25
0.51,-1.93,1.00
3.77,3.07,0.53
0.06,-0.33,1.15
0.78,1.74,0.37
2.13,1.66,-0.04
0.55,-1.86,0.43
0.59,-2.36,1.25
-1.33,0.18,2.44
1.25,-0.62,1.25
1.05,-2.54,1.05
-1.99,-2.58,2.34
-2.13,-0.29,1.74
-0.45,2.97,0.78
-0.04,-4.53,0.41
0.23,-2.97,0.90
0.43,3.07,1.09
-1.76,3.79,2.25
-2.30,0.78,1.37
-2.75,1.17,-0.33
-3.54,-3.34,-1.39
1.48,-4.10,0.80
1.56,0.41,-0.41
-0.25,0.29,-1.39
1.31,-2.66,-3.18
1.15,-0.14,-5.66
-0.90,0.82,-2.05
-1.43,-2.75,0.84
-2.58,-1.09,-0.27
0.02,1.72,-1.27
2.40,-0.41,-1.02
1.37,-2.68,1.48
-0.37,1.97,0.98
-1.58,1.62,0.76
-1.43,-1.82,-4.61
-1.52,-1.35,-3.75
0.86,-4.49,-4.28
-0.55,-6.23,-0.41
-1.66,-0.61,-2.48
-3.77,0.55,-2.52
-2.83,0.62,-1.68
-2.95,-0.08,-0.53
0.92,2.29,2.56
-0.06,2.42,2.40
-0.96,-0.45,-3.91
-0.55,-0.39,-5.10
-3.24,-0.33,-3.89
-1.97,-0.62,-4.30
-0.21,1.82,-2.36
1.52,5.14,-0.06
2.42,0.37,-1.62
-2.38,2.60,0.92
-0.70,4.88,4.63
-0.49,4.57,3.54
0.55,1.43,1.58
0.70,-1.04,1.84
1.13,-0.86,2.01
2.48,1.17,4.18
1.29,-0.45,2.97
0.37,-0.84,-1.43
-0.86,-2.77,-0.12
-0.35,1.78,-0.02
-1.41,2.19,0.12
1.66,2.73,1.02
-0.14,5.68,0.53
0.16,2.27,1.02
0.98,-2.40,4.49
0.68,1.33,2.91
-0.12,0.90,-2.01
2.75,-2.81,0.45
4.49,-1.00,2.73
-0.45,2.44,0.70
0.04,-2.30,-0.86
3.44,-1.78,-1.15
2.40,-0.47,-2.40
-1.33,0.18,-3.46
-0.62,1.89,-0.10
-0.80,2.89,3.12
0.78,1.58,0.31
1.91,0.80,0.90
2.13,2.36,2.75
0.66,1.23,1.13
1.66,0.72,0.08
1.64,0.90,1.07
-2.34,-1.21,1.84
-1.95,-2.09,2.38
-2.11,2.01,1.13
-2.36,3.36,2.64
0.88,1.02,1.41
0.20,3.54,0.74
-2.36,2.36,-1.58
0.12,-1.43,-3.30
-0.29,-2.54,-2.91
0.64,-1.54,-0.18
0.23,-0.94,-2.21
1.31,0.21,-3.48
-1.11,0.51,-0.31
-0.72,-1.80,0.90
-0.39,-0.51,2.23
0.29,2.38,0.72
1.87,-0.43,-2.77
1.04,-1.33,0.84
-2.17,-1.13,3.22
0.33,-1.19,3.59
0.66,-0.12,4.41
-2.09,0.88,2.54
0.08,1.70,0.18
1.93,-2.11,-3.83
2.73,-2.95,-2.73
-0.27,-3.01,-6.15
1.35,0.86,-2.97
1.04,3.95,-0.39
-0.12,3.24,-0.96
1.33,1.00,-1.04
-1.09,-0.61,-1.39
-0.20,2.03,0.10
-0.35,1.89,0.37
-1.70,-2.81,0.14
0.55,-3.30,-0.61
-0.04,1.93,-0.12
-0.16,-1.93,4.04
-0.92,-3.67,0.84
0.53,-3.20,-2.25
-1.25,-0.39,-0.04
-1.54,2.44,1.00
-0.18,-3.81,-2.44
0.88,-3.16,-6.50
-2.62,-2.68,-1.99
-1.13,1.46,-1.54
-1.31,-2.09,-0.35
1.23,-3.05,-1.66
-0.06,1.68,-1.39
-2.54,0.20,1.52
-2.62,-1.58,4.04
-1.21,-0.37,6.00
-1.33,0.08,0.43
-1.09,0.25,1.11
0.33,-1.64,1.93
-1.43,2.01,1.54
0.16,1.54,-0.41
-0.59,0.98,-3.14
0.41,-1.46,-4.84
2.30,-4.41,-1.29
4.61,-4.18,0.00
2.52,-0.57,-3.55
2.75,0.45,-3.48
1.00,-1.04,-1.60
-1.76,-0.94,1.23
1.58,-3.46,0.76
0.16,-1.72,-0.16
-1.91,-1.37,-0.25
2.05,1.00,-0.25
0.76,2.17,-2.79
0.04,1.31,-3.65
-1.86,-2.56,-2.62
-0.55,-0.16,-1.80
-0.10,2.73,-0.76
0.37,0.64,-0.10
1.76,-2.42,-0.98
0.55,-1.99,3.36
-0.08,-2.81,1.84
1.27,-2.75,0.74
-0.31,2.03,-0.39
-0.20,-2.52,-3.14
1.25,0.94,-2.32
-0.14,1.05,0.82
0.57,-1.39,0.04
2.95,-0.66,0.62
2.44,2.48,0.21
0.31,1.99,2.05
0.78,0.98,4.65
-0.76,0.25,3.16
-0.41,2.97,0.84
-0.78,1.25,-1.25
0.00,0.33,-1.13
0.33,0.12,-1.39
-0.57,-1.50,-0.35
0.14,-1.35,0.57
0.16,-5.04,1.45
0.06,-1.48,0.10
-1.23,-0.55,-0.10
1.80,-0.39,2.13
2.48,-1.91,1.11
0.49,2.17,2.40
1.91,-1.00,2.89
-0.29,-1.80,0.68
-2.17,-1.91,0.66
-1.05,-1.46,-1.78
0.80,0.66,-2.66
-2.50,-1.05,-2.44
0.08,1.68,-0.80
1.31,2.73,1.91
-0.70,1.45,4.08
0.66,-1.64,4.65
0.10,-3.30,1.27
0.47,-1.84,-2.56
-0.37,0.74,-1.86
-1.97,-0.23,-0.78
0.55,-0.59,-2.46
-0.68,0.68,-1.50
-0.06,-0.84,1.84
0.88,-0.25,2.42
-1.60,1.93,1.13
0.16,3.77,0.00
0.49,3.24,-0.84
0.82,-1.13,-0.92
0.18,-1.43,0.10
0.94,-1.27,-2.05
0.20,0.41,-0.16
-0.06,1.23,2.15
0.18,-2.32,1.62
1.60,-0.31,-1.04
2.05,-1.37,-3.46
0.55,0.12,2.46
-0.23,0.70,2.54
-2.11,-1.23,-0.49
-2.15,0.82,-2.91
-0.31,-2.99,-3.48
-0.10,-1.80,-0.08
2.85,1.84,0.88
3.38,2.48,0.88
1.68,1.52,-0.96
-2.89,-0.16,-2.81
0.57,0.90,-3.91
-1.25,2.50,-2.62
-1.91,1.17,-0.70
-0.92,-0.98,0.51
2.25,-0.33,1.05
-0.98,-1.19,-0.78
-2.07,-0.51,1.46
1.72,-0.16,-0.68
2.83,1.99,1.05
0.37,2.42,1.45
-0.20,0.78,-1.58
0.00,-2.32,-4.80
-0.20,-0.18,-3.09
0.55,2.56,0.12
-0.64,2.23,-0.82
0.10,1.87,-2.01
-0.82,4.28,0.21
-1.43,2.36,-1.33
-0.12,2.70,0.02
0.25,0.25,0.41
2.15,0.88,-1.62
1.33,2.95,-0.14
0.41,0.16,0.86
-1.13,-1.80,-0.62
-2.62,3.91,-1.91
-1.21,1.23,-3.11
1.25,1.60,-3.93
2.03,2.56,0.59
3.57,-0.74,0.41
3.75,-0.78,-1.70
1.23,2.36,-0.27
-0.21,0.47,1.60
-0.88,-0.20,0.82
-1.33,-0.45,-2.62
1.48,-5.00,-2.89
0.94,-2.97,-1.29
1.17,1.76,0.31
3.59,-0.86,-2.87
1.86,0.27,-3.63
0.23,0.80,2.09
-2.03,0.37,3.91
-1.33,0.51,4.24
1.78,-0.20,-0.14
-0.04,-1.95,0.20
0.21,-0.43,-0.39
1.84,-2.03,4.43
0.53,2.17,0.88
-0.45,1.89,0.72
0.33,-1.46,2.97
-1.66,-3.28,0.43
-1.58,-1.64,0.08
0.59,-1.27,-0.25
-0.68,-0.37,-1.29
0.78,0.61,-2.07
2.30,-0.25,2.70
1.95,-2.27,0.68
0.21,-4.63,1.82
2.52,-0.62,1.62
1.43,0.27,-1.13
-1.00,0.29,-3.03
1.21,-0.98,-0.10
0.23,1.97,-3.26
-1.45,1.97,-2.38
-1.29,1.60,-0.49
-0.72,-2.23,-0.53
2.36,-4.55,-0.72
0.94,-1.33,3.22
-0.31,-0.78,0.96
2.81,-1.29,-1.62
1.84,-2.01,-0.33
-0.14,-3.50,1.89
-1.11,-4.80,1.74
0.41,-0.86,0.23
0.20,-0.78,-0.39
0.72,-2.05,-4.00
0.53,1.35,0.78
-0.39,-1.58,0.94
1.70,-2.75,4.45
-0.10,1.35,3.57
-3.03,-0.20,0.47
-3.75,-0.23,-0.43
-0.59,1.86,-0.47
1.02,-0.88,-3.32
-0.27,-1.97,-3.16
-0.61,-0.27,-2.46
-1.29,1.87,-0.33
1.54,-0.43,4.28
2.77,-0.21,4.37
3.57,0.37,4.36
-0.18,8.03,2.85
-2.77,6.29,0.06
-1.66,1.23,-1.27
-1.17,-0.14,0.41
-0.14,-1.43,-2.58
-1.50,-1.87,0.08
-2.34,-0.88,0.43
0.84,-0.61,-0.78
2.54,-0.16,-3.79
0.37,-0.49,-2.44
-0.27,-0.04,-2.97
0.51,-0.12,-1.80
-2.56,-2.48,0.29
-1.82,-0.70,0.72
0.96,-1.39,2.21
0.49,2.56,1.80
-0.20,1.13,0.14
-1.29,-0.39,-1.46
0.35,-1.99,-0.76
2.05,-2.93,1.70
0.21,-1.46,0.90
0.45,-5.14,1.00
-1.11,-3.18,0.62
-1.05,-4.37,2.36
-3.20,-0.66,0.80
-2.54,-0.55,0.08
-0.53,-1.05,-0.47
1.39,-0.57,2.15
-0.43,0.02,2.52
0.23,-2.17,-0.20
-1.09,0.78,-2.83
-0.20,2.68,-1.11
-1.50,-0.02,2.71
0.37,-3.93,-0.37
2.27,0.18,-3.11
1.46,2.79,-5.57
0.25,1.05,-5.25
0.82,-0.02,-3.30
-2.03,0.18,0.39
-1.35,1.15,1.29
-0.59,-1.74,-0.92
-0.35,-1.19,1.70
0.37,0.12,0.21
-2.30,0.12,-2.13
-0.61,1.29,-3.87
1.87,2.42,-0.55
-0.62,0.06,0.55
-1.54,0.41,-0.04
-1.11,1.39,-3.98
0.27,3.55,-1.76
-0.25,3.09,3.73
1.45,-0.23,2.32
1.58,-3.34,2.73
-0.08,0.08,0.98
-0.23,1.82,-0.82
-0.27,-2.68,-1.17
1.25,-0.70,-1.80
1.02,2.19,-2.36
1.39,0.23,2.13
2.70,-1.15,-0.08
0.14,0.94,-1.58
-0.90,-0.62,0.72
-3.03,-1.35,-1.07
-1.78,1.37,-1.68
-0.88,-2.99,1.58
-2.19,-0.90,1.19
-0.35,0.39,-1.80
1.13,1.97,-4.16
-0.25,-0.59,-3.89
0.86,-1.39,-3.46
1.48,0.06,-0.62
1.56,2.36,-1.29
2.79,1.87,0.18
3.52,2.66,5.20
1.15,2.77,5.51
-1.09,3.32,5.70
-0.96,-1.19,3.38
-1.80,-1.17,-1.33
-1.05,-2.68,0.12
-2.13,-2.60,0.51
-3.12,0.12,0.55
-4.75,1.37,-2.21
-4.51,0.37,1.80
-1.39,-0.94,3.44
0.16,-0.86,-0.92
0.16,1.80,-4.08
-1.80,0.86,-4.08
-1.17,0.94,1.58
-0.72,0.53,0.76
0.45,-0.16,-0.64
4.45,-2.27,0.08
4.08,-5.23,-0.29
2.29,-6.17,-0.04
0.12,-1.39,0.90
-3.71,5.70,-1.23
-4.30,-0.90,0.39
-2.52,-1.72,4.49
-0.18,0.66,3.61
0.33,0.43,3.28
1.46,-1.62,2.13
0.04,-2.46,3.38
-1.15,-3.55,1.82
-0.16,-1.50,4.10
-0.35,-2.95,3.20
-0.25,-0.76,0.04
-0.02,-0.21,0.47
0.94,-2.42,1.09
0.68,-2.40,2.29
-2.07,-3.96,2.48
-1.02,-3.03,3.57
1.66,0.61,3.32
4.04,3.48,1.05
3.36,-0.47,2.09
3.52,0.21,2.71
2.62,2.38,2.89
0.55,0.66,1.17
2.29,-0.39,1.70
-0.02,0.20,-0.64
-1.84,0.55,-1.11
-2.56,-0.80,-0.02
-0.74,0.98,-4.08
-0.18,-0.62,-1.50
1.05,-0.64,1.58
0.23,0.59,0.78
0.04,2.60,-4.02
3.14,-2.17,-3.63
2.03,-4.10,-3.05
0.96,-1.23,-0.92
1.29,-2.05,2.70
0.76,-1.05,0.47
0.16,4.94,-3.69
-0.47,5.98,-1.25
-2.11,2.64,-1.66
0.23,-1.45,-3.24
-0.23,-3.03,-2.03
1.43,-1.45,2.27
-0.47,-1.25,2.05
-0.76,1.31,3.75
0.06,-1.68,5.16
-0.59,-4.32,0.94
2.34,-1.15,1.99
1.41,0.80,1.68
-0.68,2.11,3.36
2.29,-1.31,1.21
0.49,-5.29,-1.17
-0.62,-1.25,-1.37
-1.27,-0.39,-2.50
-0.94,-1.27,-2.23
0.23,-1.52,-1.80
0.31,-2.70,1.29
0.02,-5.59,3.48
1.84,-4.06,3.14
3.05,-4.14,-0.92
3.38,-3.46,-0.88
0.23,-0.78,-2.77
1.43,1.23,0.08
1.17,0.90,-1.13
-0.47,-2.85,-2.75
-0.39,0.90,0.90
1.68,0.84,2.09
-0.94,-1.58,-2.30
-0.12,-2.17,-2.42
-0.27,-6.04,-1.04
0.94,-3.26,-0.92
0.12,2.32,0.92
-2.07,0.98,-1.29
-1.95,0.90,0.57
0.02,0.29,2.15
4.16,2.83,0.53
2.23,0.14,1.82
0.12,2.34,0.45
1.56,3.81,2.46
0.25,0.37,2.07
-1.33,-0.61,2.13
-2.11,0.62,1.29
-3.07,1.07,-2.03
-1.25,0.43,1.17
-1.78,-0.23,3.93
-1.86,0.57,1.41
2.29,-0.80,0.62
0.64,-1.89,0.72
-0.16,0.27,0.14
0.21,-2.32,-0.18
2.58,-0.02,-0.78
0.70,-0.59,-3.48
0.20,-1.35,-1.89
0.35,-2.01,-1.87
0.04,0.00,1.19
-1.21,-0.02,1.13
-1.84,1.50,0.31
2.25,-1.29,2.56
3.12,-2.56,2.93
1.87,-2.03,2.44
0.74,-3.12,0.61
1.48,0.39,0.78
-0.08,1.09,-0.70
1.46,0.78,-1.64
1.41,0.29,0.25
-0.02,2.09,0.53
-2.32,1.04,-2.64
-1.35,-1.84,-2.05
-1.21,-1.97,0.25
-1.68,-2.15,-2.40
0.88,-1.41,-3.36
-0.43,0.49,-1.05
-1.64,1.50,0.94
-1.66,-0.74,-1.41
-1.52,-1.43,-1.70
0.31,2.29,-2.23
1.05,2.09,-1.43
-0.41,-1.62,1.27
-0.94,0.66,-0.55
-0.39,-0.90,-1.31
0.21,-3.14,-0.74
-2.13,-0.61,1.48
-0.39,2.97,3.26
1.17,2.32,0.53
3.46,4.37,0.04
1.02,4.06,1.58
-0.43,-0.12,-1.84
0.16,-0.14,-0.31
0.82,-2.32,-1.89
-0.90,-2.40,-0.43
-0.33,-0.64,-1.33
0.72,-1.52,0.45
-2.44,1.93,3.26
-2.15,0.76,0.04
1.86,-0.43,0.35
1.21,1.21,-0.49
2.21,-0.31,1.25
2.44,0.10,0.70
1.43,1.68,1.13
-1.87,0.27,-0.62
-2.07,-0.86,0.68
0.02,-0.66,-2.23
1.27,2.40,-3.05
0.33,-0.37,0.41
-0.51,1.19,1.64
-2.81,-0.06,2.44
-0.76,-1.84,4.36
2.29,-5.06,3.18
3.24,-0.47,1.52
2.03,0.33,0.70
2.03,-2.50,-0.23
1.86,-2.71,2.54
1.35,-2.52,0.72
1.02,2.89,-1.27
1.25,-0.35,1.46
-0.92,-2.75,2.03
-3.61,0.33,-0.23
1.50,1.70,-1.04
1.05,5.57,-1.37
-1.86,5.98,0.29
-2.23,7.09,-1.56
-1.35,1.99,-1.52
0.18,-1.46,-2.21
0.10,0.23,-1.58
-0.27,-3.71,1.80
2.34,-1.66,1.21
2.44,-3.98,-0.62
-0.57,-3.65,-0.35
-1.00,-1.29,2.15
1.46,-1.37,1.04
-0.92,-0.98,0.00
-1.70,1.33,0.12
-0.57,0.74,-0.06
-0.33,-0.29,-0.02
3.09,2.07,0.23
1.05,2.73,-1.17
0.49,1.82,1.54
-0.43,2.21,2.85
2.01,3.69,0.94
2.44,2.50,-1.43
2.05,-1.58,-0.66
0.94,-5.72,0.62
0.06,-3.67,-1.02
1.27,0.55,-3.65
1.70,2.17,-1.23
-1.11,-0.16,1.11
1.11,-5.12,0.45
2.71,-4.59,-1.82
2.58,-0.57,0.68
0.90,-0.08,0.45
3.44,-1.09,1.11
2.34,0.70,-1.29
1.09,2.19,-1.48
-0.70,3.32,2.34
-0.74,2.46,1.27
-1.35,0.35,-2.70
-0.10,1.39,-2.05
2.25,0.72,0.04
-0.43,-1.35,0.51
-2.09,2.03,1.93
-1.23,0.59,2.70
2.91,-0.23,0.55
-0.74,-1.89,1.33
0.25,-2.97,0.57
4.45,-2.70,-0.45
2.66,-0.68,1.64
0.27,3.75,0.31
0.27,3.75,-0.35
0.55,5.74,0.68
0.25,2.66,-0.96
1.48,1.74,-0.84
-1.35,-0.29,2.54
-3.14,-0.84,2.50
-3.34,-2.87,2.03
-1.72,-1.37,-0.84
2.32,0.16,-3.71
1.91,-2.03,-1.78
-2.50,2.32,0.43
-5.53,2.40,-1.58
-3.75,2.17,-3.40
1.07,0.43,-1.39
0.08,0.20,0.41
-1.97,-0.57,2.85
-3.89,1.15,2.68
-1.21,-0.96,1.02
-2.21,3.96,-1.43
-1.86,3.11,-4.80
-0.04,1.13,-4.88
-0.53,0.23,-1.27
-2.13,-1.50,0.70
-1.78,1.66,0.08
0.57,1.60,-1.37
1.43,-1.62,-4.22
2.19,0.06,-3.71
-2.03,5.21,-2.75
-3.67,2.42,2.21
-1.52,4.10,-1.04
0.39,3.79,-4.20
-2.44,0.84,-3.59
3.26,-1.05,-1.35
0.25,-1.27,-1.66
-3.40,-1.41,-1.39
-0.41,-0.98,1.91
2.97,-5.72,3.03
0.86,-2.29,-0.57
-1.41,-2.25,2.40
-1.54,-1.17,1.89
-0.92,1.87,-2.27
-0.12,0.49,0.43
1.58,-0.04,-0.78
1.48,2.54,-2.13
-0.51,0.66,0.55
-0.59,-1.02,-0.16
1.48,1.48,0.41
1.70,6.05,-1.02
1.91,4.57,-0.10
3.05,-0.12,0.57
-0.72,-0.84,1.78
-2.21,1.27,-0.61
-0.62,-0.25,1.68
2.36,2.23,3.26
1.21,1.19,-0.76
1.13,1.91,-4.36
1.46,0.61,-3.63
-0.43,0.00,-1.04
-1.19,-0.04,0.08
-0.98,-1.35,0.64
-1.43,1.25,0.23
-0.57,-0.62,0.92
0.98,2.87,2.95
-2.64,2.60,-2.93
-2.29,1.45,-2.60
1.91,-0.41,-1.99
0.23,-2.05,1.89
-0.10,-0.21,2.30
-0.82,-5.27,-0.74
-0.92,-4.43,-2.93
-1.87,-1.43,0.72
-2.99,-2.23,2.71
-0.06,-2.60,0.80
0.37,-3.42,0.23
0.76,-2.54,-6.29
-0.45,-0.84,-2.83
0.31,0.00,3.98
0.80,-0.80,2.27
0.51,-2.68,-0.80
0.74,-2.30,-0.37
0.45,-0.88,-0.02
0.23,0.12,-1.41
-2.21,0.86,-0.84
-1.27,-2.46,1.43
-0.43,-2.23,0.39
-0.61,-0.68,-0.20
-0.06,-2.73,0.94
0.61,-0.14,-0.20
2.36,-3.05,-0.84
-0.18,-4.36,-0.37
-1.00,2.87,-1.50
1.62,1.27,-3.18
-0.37,0.33,-1.93
0.14,0.06,-0.61
-1.48,-3.69,1.99
-0.57,-2.52,1.70
0.08,-0.92,-1.58
-1.02,-0.74,-0.23
-0.86,-2.01,0.98
1.54,1.50,-1.45
-1.93,2.93,1.62
-0.78,0.70,2.11
5.43,1.60,0.14
3.12,-0.25,0.80
-1.74,2.79,-0.82
-2.05,-1.99,-2.40
0.43,-4.71,-3.42
-1.46,-4.08,-0.18
0.33,-3.26,2.71
0.47,-1.84,1.37
-0.55,-2.56,-0.12
-1.07,-5.23,0.98
1.60,-5.76,1.84
0.16,-2.52,2.62
-0.10,-2.95,3.32
-1.95,-3.30,2.01
0.66,-0.70,1.29
-0.72,1.31,-0.16
-2.50,0.49,-0.14
-2.68,2.36,-0.82
-2.38,3.65,1.70
-1.46,0.16,1.23
-0.20,-2.91,0.18
0.86,-0.62,0.31
-3.36,2.01,0.64
-5.04,-2.60,1.04
-3.32,-2.25,0.02
-2.07,1.27,1.52
-0.31,2.03,2.52
-1.19,5.55,0.45
-2.68,2.81,-2.44
-6.04,-0.47,-1.74
-0.90,-0.90,0.96
3.73,-3.83,3.77
4.53,-3.85,4.10
2.34,-1.68,0.14
-0.47,2.52,-0.76
1.80,1.37,-1.76
-0.49,-3.30,-2.17
-0.66,-2.32,0.14
-2.32,-0.55,2.70
-0.64,0.25,0.53
0.37,-1.52,-1.00
1.56,-1.84,-2.58
-1.29,-2.97,-0.76
2.05,-4.32,1.52
3.32,1.19,1.05
5.37,0.04,0.98
3.12,-1.89,-2.30
3.44,-0.41,-1.78
0.78,-2.50,-1.64
-2.73,-2.38,-1.19
-2.09,-0.29,0.53
3.22,0.57,-0.49
1.39,1.11,0.61
1.70,-1.21,1.89
-0.21,-3.75,-2.17
0.64,-1.05,-1.78
-0.53,-1.05,-0.23
-0.86,0.90,-0.82
0.06,1.21,-1.48
1.15,-0.88,0.20
-0.37,-1.25,-1.25
1.23,-6.46,-1.95
0.70,-2.77,-1.99
1.07,1.45,-1.72
0.51,2.15,0.08
-0.53,-0.16,0.14
-1.70,-1.93,0.68
-0.80,0.37,2.71
0.00,0.12,3.48
-0.59,0.55,2.27
1.15,1.17,1.43
1.84,1.56,1.25
-0.90,1.15,-2.05
-0.94,0.88,2.81
-0.29,1.62,1.21
-1.31,-1.62,-0.59
0.92,-0.21,-1.54
-2.19,-0.02,-0.94
-1.54,1.72,-0.51
-0.45,-6.00,-1.09
-1.27,-2.60,1.37
-0.31,-0.84,1.87
1.72,-0.41,-2.11
-0.53,1.00,-2.60
0.92,-0.06,-1.64
-0.33,-0.39,-0.33
